MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Horrid Henry's Gross Day Out,"
Animation, Action, Adventure            ",6.2,"
Henry isn't well and goes out.","
    Director:
Gary Andrews
| 
    Stars:
Sue Elliott-Nichols, 
Tamsin Heatley, 
Emma Tate, 
Lizzie Waterworth
",40,61.0,H
Hannibal Buress: Comedy Camisado,"
Comedy            ",6.6,"
A night of stand-up with comedian Hannibal Buress.","
    Director:
Lance Bangs
| 
    Stars:
Hannibal Buress, 
Al Jackson, 
Dan Steinhaus, 
Tony Trimm
",1424,83.0,H
Kyra Kyralina,"
Drama            ",5.9,"
In the atmosphere of Braila in the 1900s, a mysterious woman, together with her mom, is selling her charms.","
    Director:
Dan Pita
| 
    Stars:
Iulia Cirstea, 
Dana Borteanu, 
József Bíró, 
Csaba Ciugulitu
",115,99.0,K
Happy Jail,"
Documentary            ",7,"
The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism.","
",237,24.0,H
Mighty Little Bheem,"
Animation, Short, Adventure            ",6.7,"
An innocent toddler's boundless curiosity - and extraordinary might - lead to mischief and adventure in his small Indian town.","
",214,6.0,M
Io sono Libero,"
Drama            ",7.1,"
Docu-fiction that tells the story of Libero Grassi, the months in which he broke the silence, the silence in which he found himself isolated, until he became an easy target for a mafia clan.","
    Directors:
Giovanni Filippetto, 
Francesco Miccichè
| 
    Stars:
Adriano Chiaramida, 
Alessandra Costanzo, 
Stella Egitto, 
Elio Pagano
",42,90.0,I
Jim Gaffigan: Mr. Universe,"
Documentary, Comedy            ",7.8,"
Jim Gaffigan does it again with his new stand-up Mr. Universe. Gaffigan jumps from topic to topic joking around with a varied number of topics. Some of the topics included are McDonalds, family, Disney World, and much more.","
    Director:
Jay Karas
| 
    Star:
Jim Gaffigan
",3322,78.0,J
Hatchimals: Adventures in Hatchtopia,"
Animation            ",7.2,"
Follow Cheetree, Penguala, Draggle, and their new friends as they explore Hatchtopia solving mysteries, making new friends, and having a hatchtastic time.","
            
    Stars:
Andrea Libman, 
Kira Tozer, 
Sam Vincent, 
Rebecca Husain
",12,24.0,H
KidPoker,"
Documentary, Biography, Sport            ",6.8,"
Daniel Negreanu, the man, the legend, and the subject of this documentary that promises to take you into the mind and soul of one of the greatest poker players to have ever graced the felt.","
    Directors:
Gary Davis, 
Francine Watson
| 
    Stars:
Daniel Negreanu, 
Mike Negreanu, 
Oren Farkash, 
Regev Farkash
",723,89.0,K
Monty Don's French Gardens,"
Documentary            ",7.9,"
Monty Don visits some of the most famous and interesting gardens in France.","
            
    Star:
Monty Don
",186,59.0,M
Léa & I,"
Documentary            ",6.7,"
Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.","
    Director:
Camille Shooshani
| 
    Stars:
Léa Moret, 
Camille Shooshani
",202,84.0,L
Lara and the Beat,"
Drama, Music, Romance            ",6.3,"
Lara and the Beat is a coming of age movie about the young and beautiful Giwa sisters caught in the center of a financial scandal with their late parents' Media Empire. The sisters are ...                See full summary »
","
    Director:
Tosin Coker
| 
    Stars:
Ademola Adedoyin, 
Kemi Lala Akindoju, 
Chioma Chukwuka Akpotha, 
Saidi Balogun
",135,137.0,L
Karê no uta,"
Comedy, Drama            ",6.3,"
Amasawa Yoichiro was abandoned and leads to his encounter with Suzuki Nita who hopes to become an artist. A penniless and homeless Yoichiro makes Nita buy him curry on the grounds that he saved him, and mutters briefly about his family.","
            
    Stars:
Shinnosuke Mitsushima, 
Oji Suzuka, 
Yôko Moriguchi, 
Natsuki Deguchi
",15,24.0,K
Heebie Jeebies,"
Horror            ",3.4,"
When a haunted gold mine is reopened after a 150 years, a horrific supernatural creature escapes to exact vengeance on a small Southern town.","
    Director:
Thomas L. Callaway
| 
    Stars:
Robert Belushi, 
Cathy Shim, 
Michael Badalucco, 
Lucille Soong
",486,85.0,H
Jachebalgwang Opiseu,"
Comedy, Drama, Romance            ",7,"
An office romantic-comedy features the hijinks that ensues between a tempt worker with possible terminally-ill diagnosis and a prickly elite marketing director.","
            
    Stars:
Ko Asung, 
Ha Seok-jin, 
Dong-hwi Lee, 
Hoya
",187,65.0,J
Il diavolo e l'acquasanta,"
Comedy            ",5.1,"
Add a Plot
","
    Director:
Bruno Corbucci
| 
    Stars:
Tomas Milian, 
Piero Mazzarella, 
Margherita Fumero, 
Savina Gersak
",110,92.0,I
Heaven's Wedding Gown,"
Drama            ",6.2,"
It was with much difficulty that Ai-Ching (Cyndi Wang) was able to save enough money and arrive in her dream place, Paris. As a result, she was extremely happy about this. At the same time,...                See full summary »
","
            
    Stars:
Cyndi Wang, 
Leon Jay Williams, 
Ming-Dow, 
Li-Chun Tsai
",21,47.0,H
Monty Python's Personal Best,"
Comedy            ",7.9,"
The actors from ""Monty Python's Flying Circus"" each share their favorite and memorable moments from the series.","
            
    Stars:
John Cleese, 
Michael Palin, 
Terry Jones, 
Terry Gilliam
",412,24.0,M
Judd Apatow: The Return,"
Comedy            ",6.2,"
Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more.","
    Director:
Marcus Raboy
| 
    Star:
Judd Apatow
",1265,69.0,J
Jeff Dunham: Relative Disaster,"
Comedy            ",6.4,"
Welcome to Ireland, where Ventriloquist Jeff Dunham is back with his gang of dolls, revealing some relative secrets. The Netflix special stars Walter (Jeff Dunham), Bubba J (Jeff Dunham), ...                See full summary »
","
    Directors:
Michael Simon, 
Matthew McNeil
| 
    Star:
Jeff Dunham
",1211,70.0,J
"La casa de las flores, el Especial de TV","
Comedy            ",6,"
Add a Plot
","
    Director:
Marlene Guerin
| 
    Stars:
Dario Yazbek Bernal, 
Beatriz Calles, 
Manolo Caro, 
David Chavira
",12,24.0,L
Meridian,"
Short, Mystery, Sci-Fi            ",4.6,"
In 1947 Los Angeles, the disappearance of four men, including his own detective, leads a police captain to a cavern where an eerie discovery awaits...","
    Director:
Curtis Clark
| 
    Stars:
Kevin Kilner, 
Reid Scott, 
Elyse Levesque, 
Dakota Bailey
",178,12.0,M
Lego: City,"
Animation            ",4.9,"
LEGO City presents the fastest and explosive stories EVER!","
            
    Stars:
Kate Harbour, 
Marc Silk, 
Ben Pronsky, 
Ellen Dubin
",31,26.0,L
Monty Python's Best Bits (mostly),"
Documentary, Comedy            ",7.5,"
This series is presented by self-confessed Python nut Hugh Bonneville, each show with a group of five famous comedians remembering their favourite Python moments. Each guest chooses a sketch (or two) and it's played with their comments..","
            
    Stars:
Bill Bailey, 
Kate Beckinsale, 
Hugh Bonneville, 
Jim Carrey
",216,29.0,M
Madrasat El-Moshaghebeen,"
Comedy, Drama, Musical            ",6.3,"
The relationships and difficulties that's facing a young beautiful teacher with her students during a year of studying, their flirtations, humor and trouble making.","
    Director:
Houssam El-Din Mustafa
| 
    Stars:
Mervat Amin, 
Nour El-Sherif, 
Mohamed Awad, 
George Sidhum
",323,252.0,M
Les étoiles vagabondes,"
Documentary            ",7.1,"
Add a Plot
","
    Directors:
Syrine Boulanouar, 
Nekfeu
| 
    Stars:
Nekfeu, 
Syrine Boulanouar, 
Damso, 
Diabi
",316,86.0,L
Luo Bao Bei,"
Animation            ",7.6,"
The story is about a 7-year-old Luo Bao Bei as she navigates childhood and the world around her. Fantasy and dreams add elements of surrealism.","
            
    Stars:
Hana Burnett, 
Gok Wan, 
Ching-He Huang, 
David Yip
",29,24.0,L
Meda sau Partea nu prea fericita a lucrurilor,"
Drama            ",6.5,"
A lumberjack, Doru, whose wife dies leaving the child she was looking after, Meda, at risk of being sent to an orphanage, decides to fight for adoption, against the odds.","
    Director:
Emanuel Parvu
| 
    Stars:
Serban Pavlu, 
Adrian Titieni, 
Florin Zamfirescu, 
Ana Radu
",322,82.0,M
Mees Kees op de planken,"
Comedy, Drama, Family            ",6.4,"
Teacher (""Mees"") Kees and his class have to perform a play on stage in a nearby elderly-home. Instead of performing the original play written by the head mistress they decide to improvise, ...                See full summary »
","
    Director:
Barbara Bredero
| 
    Stars:
Hannah Hoekstra, 
Cas Jansen, 
Willem Voogd, 
Whitney Franker
",303,73.0,M
Lava Ka Dhaava,"
Game-Show, Reality-TV            ",6.1,"
Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.","
            
    Star:
Javed Jaffrey
",39,29.0,L
Mike Birbiglia: Thank God for Jokes,"
Comedy            ",7.5,"
Mike Birbiglia tells stories about his life as a semi-famous comedian/filmmaker and reflects on the meaning of good or bad jokes.","
    Directors:
Seth Barrish, 
Mike Birbiglia
| 
    Star:
Mike Birbiglia
",2336,70.0,M
My Hotter Half,"
Reality-TV            ",4.1,"
It's partner versus partner, as couples compete to make the most smoking selfie in this explosive, nerve-jangling battle of hotness.","
            
    Stars:
Melvin Odoom, 
Charley Clark, 
Can Somer
",212,24.0,M
Marlon Wayans: Woke-ish,"
Documentary, Comedy            ",6.5,"
An American stand-up comedy special starring Marlon Wayans who jokes about politics, racism, hip-hop, gay rights, and raising kids.","
    Director:
Marcus Raboy
| 
    Stars:
Marlon Wayans, 
Diana Hernandez
",1312,68.0,M
Harry & Bunnie,"
Animation, Adventure, Comedy            ",4,"
Meet Harry, a boy who dreams of becoming a great magician. However, his obnoxious rabbit named Bunnie stole his magic wand and constantly humiliated him. They start a rivalry.","
            
    Stars:
Yvonne Chong, 
Hashir Haizal Hailmi, 
Michelle Kay
",35,21.0,H
I'm with the Band: Nasty Cherry,"
Documentary, Music            ",6.6,"
An unscripted docu-series following a musical artist or band and their entourage as they prepare for and embark on tour.","
            
    Stars:
Gabrielle Bechtel, 
Chloe Chaidez, 
Nasty Cherry, 
Debbie Knox-Hewson
",148,24.0,I
Nor chor,"
Action, Drama            ",5.5,"
Ray's life is turned upside down when he is jailed for the accidental vehicular homicide. Life behind bars is bitter and violent. Over crowding, male rape, and drug abuse are the order of ...                See full summary »
","
    Director:
Manop Janjarasskul
| 
    Stars:
Chalad Na Songkhla, 
Sahatchai 'Stop' Chumrum, 
Pornchai Hongrattanaporn, 
Kongsak Kaenmeepol
",82,90.0,N
Issaq,"
Drama, Romance            ",4.5,"
A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.","
    Director:
Manish Tiwary
| 
    Stars:
Prateik, 
Amyra Dastur, 
Ravi Kishan, 
Prashant Narayanan
",449,148.0,I
Jeff Dunham: Minding the Monsters,"
Comedy            ",7.1,"
Jeff Dunham's ""Minding the Monsters"" brings together Walter, Peanut, Bubba J, Jose Jalapeno, and Achmed the Dead Terrorist as you've never seen them before! The result is an all-new original live comedy event that is so funny, it's scary!","
    Directors:
Manny Rodriguez, 
Matthew McNeil
| 
    Star:
Jeff Dunham
",1350,80.0,J
Moh Maya Money,"
Crime, Drama, Thriller            ",5.6,"
A young real-estate broker tries to pull off a huge scam, which goes horribly wrong. To fix everything he involves his begrudging wife leading to an end neither could imagine.","
    Director:
Munish Bhardwaj
| 
    Stars:
Neha Dhupia, 
Ranvir Shorey, 
Devendra Chowhan, 
Vidushi Mehra
",419,108.0,M
Joe Cocker: Mad Dog with Soul,"
Documentary            ",7.2,"
The story of singer Joe Cocker is told through archive footage and interviews for close associates.","
    Director:
John Edginton
| 
    Stars:
Joe Cocker, 
Phil Crookes, 
Vic Cocker, 
Ray Charles
",772,90.0,J
Hakyu Hoshin Engi,"
Animation, Action, Adventure            ",5.9,"
The story is set in legendary China. A beautiful female fox spirit named Dakki is controlling the emperor Chu-o and the ruling In dynasty, and is using her power over him to do evil in the ...                See full summary »
","
            
    Stars:
Josh Grelle, 
Tyler Walker, 
J. Michael Tatum, 
Aaron Dismuke
",31,23.0,H
It Takes a Lunatic,"
Documentary, Biography, Drama            ",6.5,"
The life and career of acting teacher and co-founder/director of the American Place Theater, Wynn Handman.","
    Directors:
Billy Lyons, 
Kim Ferraro, 
Seth Isler
| 
    Stars:
Alec Baldwin, 
André Bishop, 
Michael Douglas, 
Richard Gere
",157,120.0,I
Morir para contar,"
Documentary            ",6.8,"
""Morir para contar"" tells the stories of Spanish war correspondant dead while doing their work.","
    Director:
Hernán Zin
| 
    Stars:
David Beriain, 
Hernán Zin, 
Roberto Fraile, 
Carmen Sarmiento
",312,87.0,M
Home: For the Holidays,"
Animation, Adventure, Comedy            ",4.8,"
Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.","
    Director:
Blake Lemons
| 
    Stars:
Kelly Clarkson, 
Ryan Crego, 
Rachel Crow, 
Kelly Donohue
",133,45.0,H
Khoon Khoon,"
Crime, Mystery, Thriller            ",5.2,"
A Bombay cop tries to track down a serial killer who snipes at random victims.","
    Director:
Mohammed Hussain
| 
    Stars:
Mahendra Sandhu, 
Danny Denzongpa, 
Jagdeep, 
Faryal
",35,24.0,K
Know Your Enemy - Japan,"
Documentary, History, War            ",6,"
A comprehensive look at the war in the Pacific during World War II. Shot as a propaganda film by acclaimed Hollywood director Frank Capra","
    Directors:
Frank Capra, 
Joris Ivens
| 
    Stars:
John Beal, 
Howard Duff, 
Walter Huston, 
Knox Manning
",764,63.0,K
J-Style Trip,"
Reality-TV            ",5.4,"
Add a Plot
","
            
    Stars:
Jay Chou, 
Funky Tu, 
Chen Kuan-Lin, 
Will Tsai
",97,24.0,J
Jeremy Scott: The People's Designer,"
Documentary, Biography            ",6.5,"
The story of fashion designer Jeremy Scott's ascent from a small town in Missouri to his current position as the Creative Director of Moschino.","
    Director:
Vlad Yudin
| 
    Stars:
Jeremy Scott, 
Devon Aoki, 
C.L., 
Eva Chen
",395,110.0,J
