MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
"Dana Carvey: Straight White Male, 60","
Comedy            ",6.4,"
Emmy-winning comedy legend Dana Carvey returns to the stage with a routine that blends pitch-perfect impressions of big personalities with so-true-it-hurts stories about being a dad of millennials, the joys of aging, and pharmaceuticals.","
    Director:
Marcus Raboy
| 
    Stars:
Dana Carvey, 
Dex Carvey, 
Thomas Carvey
",1429,64.0,D
David Cross: Making America Great Again,"
Comedy            ",6.5,"
Actor/comedian David Cross skewers Donald Trump, takes shots at religious taboos and American swagger in a hilarious yet provocative night of comedy at the Paramount Theatre in Austin, TX.","
    Director:
Alex Coletti
| 
    Star:
David Cross
",1573,74.0,D
Bill Cosby: Far from Finished,"
Documentary, Comedy            ",6.8,"
Bill Cosby is ""Far From Finished."" In his first special in thirty years, he leaves the audience asking, ""How did he get inside our house?"" Whether he's talking about friendship, love or ...                See full summary »
","
    Director:
Robert Townsend
| 
    Stars:
Bill Cosby, 
Deana J. Becker, 
Stephanie Stallaing, 
Darryl M. Bell
",464,95.0,B
Assassinio sul Tevere,"
Comedy, Crime, Drama            ",6.3,"
A black-out occurs during the meeting of a gang of criminals. When the light is back one of them is found killed with a stab on his back and all the clues point to a penniless man who had ...                See full summary »
","
    Director:
Bruno Corbucci
| 
    Stars:
Tomas Milian, 
Marina Ripa di Meana, 
Roberta Manfredi, 
Alberto Farnese
",259,96.0,A
Felipe Esparza: Bad Decisions,"
Comedy            ",5.1,"
Stand-up comedian, actor and ""Last Comic Standing"" winner Felipe Esparza digs deeper into his past in his first Netflix Original comedy special.","
            
    Star:
Felipe Esparza
",142,24.0,F
Bottersnikes & Gumbles,"
Animation, Adventure, Comedy            ",5.2,"
In a far away forgotten valley, heaped with long abandoned junk, a timeless battle rages between good and evil - and also between squashy and scaly, happy and grumpy, clever and wily, ...                See full summary »
","
            
    Stars:
Ray Chase, 
Robbie Daymond, 
Tara Sands, 
Alex Babic
",43,11.0,B
Franco Escamilla: Por la anécdota,"
Comedy            ",7,"
Add a Plot
","
    Director:
Ulises Valencia
| 
    Star:
Franco Escamilla
",270,66.0,F
Adam Devine: Best Time of Our Lives,"
Comedy            ",5.8,"
Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.","
    Director:
Jay Karas
| 
    Star:
Adam Devine
",881,58.0,A
GIMS: On the Record,"
Documentary, Music            ",6.8,"
Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.","
    Director:
Florent Bodin
| 
    Stars:
Chaz Hodges, 
Lorene Chesley, 
Maître Gims, 
Randolph Thompson
",175,96.0,G
Dos Cataluñas,"
Documentary, History, News            ",6.4,"
A documentary that tackles the ideological conflicts surrounding the December 21 election in the country, to the push for sovereignty and subsequent parliamentary declaration of independence and the aftermath.","
    Directors:
Álvaro Longoria, 
Gerardo Olivares
| 
    Stars:
Luis María Anson, 
Inés Arrimadas, 
Elsa Artadi, 
Antoni Bassas
",648,116.0,D
"Ayotzinapa, El paso de la Tortuga","
Documentary            ",7.5,"
A documentary about 43 Mexican students forcibly disappeared after being violently detained by police, and the unsatisfactory slow investigation that followed both at state and federal levels.","
    Director:
Enrique García Meza
| 
    Stars:
Ángela Buitrago, 
Don Bernardo Campos, 
Caseta, 
Coyuco
",186,80.0,A
Anitta: Made in Honório,"
Documentary, Biography, Music            ",7,"
In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.","
            
    Stars:
Anitta, 
Arielle Macedo, 
David Brazil, 
Felipe Britto
",351,24.0,A
Enlighten Us,"
Documentary            ",6.2,"
ENLIGHTEN US: THE RISE AND FALL OF JAMES ARTHUR RAY is the story of the motivational rock star's meteoric rise, fall and return to the $11 billion self-help industry after his negligent ...                See full summary »
","
    Director:
Jenny Carchman
| 
    Star:
James Arthur Ray
",578,93.0,E
Baggage,"
Drama            ",4.8,"
Pediatrician by day, single mom by night, Sarah invites her estranged husband, Pete, back to their suburban home for the Holidays on one condition: he must reconcile with their daughters ...                See full summary »
","
    Director:
Stephen Polk
| 
    Stars:
Barry Bostwick, 
Cheryl Ladd, 
Julia Sobaski, 
Stephen Polk
",373,110.0,B
Color Me Barbra,"
Comedy, Music            ",8.1,"
Barbra Streisand's second television special, consisting of her singing and doing comedy skits.","
    Director:
Dwight Hemion
| 
    Star:
Barbra Streisand
",267,60.0,C
Fashion Chicks,"
Comedy, Romance            ",5.1,"
A nerdy girl creates an alter-ego to launch a successful Fashion blog.","
    Director:
Jonathan Elbers
| 
    Stars:
Victoria Koblenko, 
Dorien Rose Duinker, 
Myrthe Burger, 
Peter Faber
",342,90.0,F
Brave Miss World,"
Documentary, Biography, Drama            ",7.1,"
One woman's quest to turn personal tragedy into global awareness.","
    Director:
Cecilia Peck
| 
    Stars:
Linor Abargil, 
Aliza Abargil, 
Jackie Abargil, 
Alison Botha
",546,88.0,B
Blue Gold: American Jeans,"
Documentary, History            ",6.9,"
The history and lore of America's most iconic symbol and global export, the blue jean.","
    Director:
Christian D. Bruun
| 
    Stars:
Edward Burns, 
Adriano Goldschmied, 
Eric Schrader, 
Tommy Hilfiger
",124,99.0,B
Emergency Interrogation Room,"
Drama            ",6.9,"
There is a new directive that stipulates all interrogations by the cops should be recorded. The cops gather at their headquarters to ostensibly be trained on what this means for their work....                See full summary »
","
            
    Stars:
Yûki Amami, 
Denden, 
Mokomichi Hayami, 
Fumiyo Kohinata
",17,24.0,E
Burning Daylight,"
Crime            ",5.4,"
Three Wall Street bankers, a pair of crooks, and a millionaire are betrayed, manipulated and exploited by the efforts of a ruthless woman.","
    Director:
Sanzhar Sultan
| 
    Stars:
Robert Knepper, 
Paul Calderon, 
Adrian Cowan, 
Sanzhar Sultan
",233,102.0,B
Defcon 2012,"
Sci-Fi            ",1.8,"
On October 30, 2009 an independent filmmaker and his cast and crew are reported missing a month before the release of their controversial film predicting the end of the world. Authorities ...                See full summary »
","
    Director:
R. Christian Anderson
| 
    Stars:
Shy Pilgreen, 
Dan Gruenberg, 
Brian Neil Hoff, 
Thema Johannsen
",377,92.0,D
All in My Family,"
Documentary, Short, Family            ",6.8,"
From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in America, only to face the dilemma of introducing his same-sex partner and their children...                See full summary »
","
    Director:
Hao Wu
",588,39.0,A
Dummie de Mummie,"
Adventure, Comedy, Family            ",6,"
In a dull village where nothing ever happens, a boy finds a living mummy in his room. It's the start of an amazing friendship, learning the boy more than any friend could.","
    Director:
Pim van Hoeve
| 
    Stars:
Julian Ras, 
Yahya Gaier, 
Roeland Fernhout, 
Ton Kas
",263,77.0,D
Aziz Ansari: Buried Alive,"
Comedy            ",7.3,"
Aziz Ansari focuses his unique viewpoint on pending adulthood, babies, marriage and love in the modern era.","
    Directors:
Will Lovelace, 
Dylan Southern
| 
    Star:
Aziz Ansari
",3775,80.0,A
George Lopez: We'll Do It for Half,"
Comedy            ",5.6,"
Comedian George Lopez tackles the future and the past of Hispanic culture in America, touching on immigration, his tough relatives, aging and much more.","
    Director:
Troy Miller
| 
    Star:
George Lopez
",398,51.0,G
Brian Regan: Nunchucks and Flamethrowers,"
Documentary, Comedy            ",6.3,"
Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.","
    Director:
Troy Miller
| 
    Star:
Brian Regan
",632,61.0,B
Chimamire sukeban chênsô,"
Action, Horror            ",4.5,"
Giko Nokomura is a delinquent girl and a senior in middle school. She struggles to kill zombies who were her classmates.","
    Director:
Hiroki Yamaguchi
| 
    Stars:
Mizuho Abe, 
Seijirô Nakamura, 
Ray Nishimura, 
Kayako Okuda
",197,76.0,C
Gore Vidal: The United States of Amnesia,"
Documentary, Biography, History            ",7.7,"
This is an unashamedly opinionated film. In Gore Vidal's America, the political coup has already happened. The right have triumphed and the human values of the liberals have been consigned ...                See full summary »
","
    Director:
Nicholas D. Wrathall
| 
    Stars:
Gore Vidal, 
Howard Auster, 
James Best, 
Karen Black
",1243,83.0,G
Ghesh Al Zawgeyya,"
Comedy, Drama, Romance            ",4.7,"
Businessman Badran Kamel is exposed to a financial crisis and agrees with his son Hazem, the spoiled young man known for his multiple female relationships, to marry Salma, the football ...                See full summary »
","
    Director:
Ahmad El-Badri
| 
    Stars:
Aimi Samir Ghanem, 
Hasan Husni, 
Idward, 
Sameh Abul-Ghar
",256,109.0,G
Bottled Life: Nestle's Business with Water,"
Documentary, Adventure, Drama            ",6.8,"
Do you know how to turn ordinary water into a billion-dollar business? In Switzerland there's a company which has developed the art to perfection - Nestlé. This company dominates the global...                See full summary »
","
    Director:
Urs Schnell
| 
    Stars:
Peter Brabeck, 
Res Gehriger, 
Hanspeter Müller
",816,90.0,B
Boca Juniors Confidencial,"
Documentary, Sport            ",6.3,"
A closer look of Boca Juniors's players, fans and staff to the club's day-to-day, in order to win the Argentinean League, the Superliga, again.","
            
    Stars:
Juan Pablo Varsky, 
Guillermo Barros Schelotto, 
Boca Juniors, 
Lisandro Magallán
",317,45.0,B
A Million Colours,"
Drama            ",6.6,"
A story of love and friendship set against the violence of Apartheid in South Africa. It is a story of the ups and downs of the lives of the three main characters, and how their lives intersect over the years.","
    Director:
Peter Bishai
| 
    Stars:
Wandile Molebatsi, 
Jason Hartman, 
Masello Motana, 
Stelio Savante
",267,115.0,A
Colin Quinn: The New York Story,"
Comedy            ",6.8,"
Colin Quinn discusses the origins of New York and how it got its unique personality.","
    Director:
Jerry Seinfeld
| 
    Star:
Colin Quinn
",949,62.0,C
Doomsdays,"
Drama            ",6.7,"
Dirty Fred (Justin Rice) and Bruho (Leo Fitzpatrick) are free-wheeling squatters with a taste for off-season vacation homes in the Catskills. Their commitment to the lifestyle is challenged...                See full summary »
","
    Director:
Eddie Mullins
| 
    Stars:
Leo Fitzpatrick, 
Justin Rice, 
Laura Campbell, 
Brian Charles Johnson
",533,91.0,D
Dr Jason Leong: Hashtag Blessed,"
Comedy            ",7,"
In this stand-up special, former doctor Jason Leong gives his diagnoses on the nonsense of traditional healers, business-class show-offs and more.","
    Director:
Kubhaer T. Jethwani
| 
    Star:
Jason Leong
",113,69.0,D
Das Zeugenhaus,"
Drama, History            ",6.9,"
Witnesses about to testify at the Nuremberg War Trials needed a safe place to wait. All under one roof, each with their own secrets. And the countess assigned to take care of them. What was her secret?","
    Director:
Matti Geschonneck
| 
    Stars:
Iris Berben, 
Matthias Brandt, 
Jeff Burrell, 
Samuel Finzi
",239,105.0,D
After Tiller,"
Documentary, Biography, Drama            ",7.4,"
This thought provoking, sometimes troubling documentary examines the personal and ethical imperatives that drive abortion providers to continue in the face of often dangerous legal and personal harassment.","
    Directors:
Martha Shane, 
Lana Wilson
| 
    Stars:
George Tiller, 
Warren Hern, 
Leroy Carhart, 
Susan Robinson
",1046,85.0,A
Derren Brown: The Great Art Robbery,"
Documentary, Crime            ",7.6,"
Derren has bet a renowned art collector that he can steal a painting from under his nose - and attempts to use OAP's to pull it off.","
    Director:
Jon Richards
| 
    Stars:
Derren Brown, 
Julian Klinger
",456,70.0,D
Alien Contact: Outer Space,"
Documentary            ",3.9,"
Many people think of Space as a quiet and desolate vacuum of emptiness, but new evidence reveals that space is rife with activity beyond our comprehension. Just as we sent Voyager and ...                See full summary »
","
    Director:
J. Michael Long
| 
    Stars:
J. Michael Long, 
Bill Mecca, 
Philip Gardiner, 
O.H. Krill
",421,63.0,A
Bad Samaritans,"
Comedy            ",6.7,"
An ex-couple accidentally burns down a chunk of wildlife; and is forced to 100 hours of community service with each other, regardless of their hatred for one another. Along the way, they meet some ridiculous people.","
            
    Stars:
Brian Kubach, 
Julianna Guill, 
Alice Hunter, 
Robert LaSardo
",432,30.0,B
Dust Up,"
Action, Adventure, Comedy            ",5,"
A former vigilante who has embraced his peaceful nature comes to the aid of a young mother in trouble with a cannibalistic drug lord.","
    Director:
Ward Roberts
| 
    Stars:
Amber Benson, 
Jeremiah Birkett, 
Aaron Gaffey, 
Devin Barry
",310,94.0,D
Brad Paisley's Comedy Rodeo,"
Comedy            ",5.7,"
Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.","
    Director:
Jay Chapman
| 
    Stars:
Brad Paisley, 
Nate Bargatze, 
John Heffron, 
Reba McEntire
",143,63.0,B
Erkekler,"
Comedy            ",4.8,"
A drama between a patient and his psychiatrist as well as their family life presented mainly through flashbacks with special references to Marxist and Darwinian theories.","
    Director:
Faruk Aksoy
| 
    Stars:
Fikret Kuskan, 
Ali Poyrazoglu, 
Asuman Dabak, 
Günes Emir
",563,122.0,E
Chichipatos: ¡Qué chimba de Navidad!,"
Comedy, Drama            ",3.3,"
Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.","
    Director:
Juan Camilo Pinzon
| 
    Stars:
Luis Eduardo Arango, 
Julián Cerati, 
Aura Cristina Geithner, 
Mariana Gómez
",108,82.0,C
Chris D'Elia: Man on Fire,"
Comedy            ",6.6,"
Actor and comic Chris D'Elia delivers a hilarious take down of life's greatest pitfalls in his Netflix Original comedy special ""Chris D'Elia: Man on Fire.""","
    Director:
Bill D'Elia
| 
    Star:
Chris D'Elia
",1654,65.0,C
